LokasiID;Komisi;SKPDKode;SKPDNama;UrusanKode;UrusanNama;ProgramKode;ProgramTeks;Kegiatan; Anggaran ;Vol;Satuan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.68;Program Pengembangan Sistem Pengelolaan Kinerja Pembangunan SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyusunan Laporan Tahunan, LAKIP dan LPPD BKD Provinsi DKI Jakarta Tahun 2013;49,996,260;3;Laporan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.56;Program Peningkatan Kualitas Pelayanan Publik;Survey Indeks Kepuasaan Pegawai Terhadap Layanan Kepegawaian;149,995,910;1;Kali Survey
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.70;Program Pengembangan Data/Informasi SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Peningkatan Pelayanan Informasi Dan Publikasi Kepegawaian BKD Provinsi DKI Jakarta;124,996,000;100;respon & nawala BKD
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.71;Program Optimalisasi Pemanfaatan Teknologi Informasi SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengelolaan Dan Pengembangan Sistem Informasi Kepegawaian;499,891,750;1;simpeg dan 47 SKPD akurasi data
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.71;Program Optimalisasi Pemanfaatan Teknologi Informasi SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengelolaan Dan Pengembangan Sistem Digitalisasi Dokumen Kepegawaian;49,999,840;5000;dokumen scanning
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penataan Dan Penyusutan Arsip DInamis In Aktif Dan Penghapusan Barang Inventaris;149,999,963;300;box arsip & pemel kardek
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyediaan Jasa Telepon, Air, Listrik dan Internet (TALI);12,000,000;12;Bulan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyediaan Alat Tulis Kantor;199,999,210;33;Jenis ATK
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyediaan Barang Cetakan dan Penggandaan;279,996,850;3;Paket
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.67;Program Peningkatan Kapasitas Sumber Daya Aparatur Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengelolaan Perpustakaan Badan Kepegawaian Daerah Provinsi DKI Jakarta;74,998,984;100;literatur
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengadaan Medali Penghargaan;199,982,600;3500;medali
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.61;Program Peningkatan dan Pengelolaan Kantor Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyediaan Makan dan Minuman;74,974,000;12;Bulan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.71;Program Optimalisasi Pemanfaatan Teknologi Informasi SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengelolaan Sistem E-TKD;188,000,000;47;SKPD/UKPD
